Date	Rain	AirTemperatureMax	AirTemperatureMin	GlobalSolarRadiation	WindSpeed	ReferenceEvapotranspiration
01-05-2001	0	26.3	12.2	22.2757	4.2	4.9
02-05-2001	0	27	11.6	23.3594	2.8	4.7
03-05-2001	0	26.5	11	23.6493	2.7	4.6
04-05-2001	2.6	26.9	11.9	20.6021	2.7	4.4
05-05-2001	1.2	23.4	12.2	17.8999	2.6	3.6
06-05-2001	0.5	20.6	13.3	15.4002	5.7	3.8
07-05-2001	3.4	15.9	11.8	10.9599	6.8	3.1
08-05-2001	2	19.1	10.4	15.5581	6	3.5
09-05-2001	1.6	22.2	12.2	19.6605	3.6	4.3
10-05-2001	0	22.4	8.5	22.857	2.5	4.2
11-05-2001	0.4	21.7	10.6	17.6327	4	4.2
12-05-2001	0	18.5	8.9	21.5147	5.4	4.9
13-05-2001	0	19.4	6.3	23.4347	2.4	4
14-05-2001	0	21.2	6.3	23.9184	4.9	4.8
15-05-2001	0.1	23.2	8.8	20.2575	3.7	4.2
16-05-2001	0	25.9	13	22.267	3.5	5
17-05-2001	0.1	27.3	11.7	24.1687	3.9	5.2
18-05-2001	2.9	22.8	15.2	16.0639	4.9	4.6
19-05-2001	0	19.7	9.1	20.3531	3.8	4.2
20-05-2001	0	21.2	6.7	23.7025	1.9	3.9
21-05-2001	0	22.4	7.9	19.6467	1.8	3.6
22-05-2001	0	22.1	9.7	20.7948	3.5	4.4
23-05-2001	0	21.7	9.7	24.2017	2.7	4.6
24-05-2001	0	25	7.7	27.0669	2.9	5.1
25-05-2001	0	26.1	9.2	23.5938	2.5	4.8
26-05-2001	0	24	12.6	23.7703	3.7	5.5
27-05-2001	0.1	28.3	10.1	24.2434	2.5	5
28-05-2001	0.3	28.2	16.7	17.0582	3	4.7
29-05-2001	0.3	30.2	18.3	21.2545	4.2	6.2
30-05-2001	0	27.2	16.2	23.931	3.2	5.8
31-05-2001	3.7	23.2	11.5	17.7361	2.9	3.9
01-06-2001	4.3	19.8	12.4	18.821	5.5	4.9
02-06-2001	2	21	7.3	21.716	3.1	4.2
03-06-2001	5.3	18.1	10.5	15.1128	4.5	3.8
04-06-2001	0	13.8	8.6	13.2762	7.1	4.1
05-06-2001	0	19.8	8.3	21.4157	3.7	4.4
06-06-2001	2.5	23.6	6.9	22.8298	3.6	4.4
07-06-2001	0	24.7	13.6	21.4625	3.6	5.1
08-06-2001	0.1	27.2	11.1	22.5189	2.8	4.8
09-06-2001	4.1	20.6	14.5	12.2117	2.8	3.1
10-06-2001	6.1	25.8	13	19.4081	3.3	4.5
11-06-2001	5.6	14.5	13.4	6.8756	4.8	2.5
12-06-2001	0	21.4	7.5	26.5113	2.9	4.7
13-06-2001	0	24.3	8.7	25.2734	2.2	4.6
14-06-2001	0	23.3	10.5	17.5933	3.3	4
15-06-2001	0	26.4	12.5	26.0667	2.8	5.4
16-06-2001	5.6	27	13.4	21.6533	3.4	5
17-06-2001	2.9	18.9	14.1	12.5726	3.1	3
18-06-2001	3.2	22.2	13.8	16.5446	5.9	4.7
19-06-2001	0.1	18.8	14.6	12.0541	8.7	5
20-06-2001	1.5	19	13.7	13.895	7.8	4.5
21-06-2001	0.2	26	13.7	24.8392	4.6	6.1
22-06-2001	0.6	25.3	13.6	21.5565	3	4.9
23-06-2001	0	23.5	10.6	23.8612	4.6	5.5
24-06-2001	0	25.5	12.9	25.909	4.3	6
25-06-2001	0	26.8	13.4	26.2251	5.7	6.8
26-06-2001	0	27.9	13.5	26.3513	2.4	5.6
27-06-2001	0	30.9	12.9	28.025	2.1	5.7
28-06-2001	4	28.7	16.1	19.7081	3.6	5
29-06-2001	0.4	27.8	18.6	17.4914	4.3	5.4
30-06-2001	4.5	29.2	15.5	24.1848	2.4	5.5
01-07-2001	0.3	22.8	16.8	12.7459	4.9	4.2
02-07-2001	0	25.6	15.2	22.9313	5.3	6.2
03-07-2001	2.5	22.8	13.6	18.4068	4.4	4.8
04-07-2001	1.8	23.8	14	18.0221	1.8	3.9
05-07-2001	0	26	10.7	24.7329	1.5	4.6
06-07-2001	0	28.8	13.4	24.8768	3.5	5.5
07-07-2001	1.5	33.6	19.8	25.6225	6.6	8.3
08-07-2001	1.9	28.1	16.4	21.1868	3.8	5.6
09-07-2001	0	26.2	16.9	18.4326	2.8	4.7
10-07-2001	12.2	29.1	13.5	24.4272	2.2	5.1
11-07-2001	8.1	30.8	14	23.6985	3.2	5.5
12-07-2001	0.2	22.9	15.9	15.838	2.5	3.8
13-07-2001	0.1	28.7	12.7	23.2299	2.5	5
14-07-2001	0	31.7	16.4	26.0406	3.2	6.1
15-07-2001	0	35.2	18.8	26.5865	4.1	7.2
16-07-2001	6.5	32	20.1	20.5834	4.9	6.5
17-07-2001	13	18.2	14.1	10.9088	4.8	2.9
18-07-2001	1.2	26.8	11.6	25.0498	2.8	4.9
19-07-2001	7.6	27.6	15.3	20.9567	2.7	4.6
20-07-2001	6	23.1	16.4	14.2409	4.3	3.7
21-07-2001	2.6	17.4	15.1	7.962	6	2.7
22-07-2001	1	22.6	15.3	13.0206	6	4.4
23-07-2001	5.3	20.9	17.4	10.299	5.4	3.7
24-07-2001	1.9	26.2	16.9	20.1354	3.9	4.7
25-07-2001	1.6	25	15	17.7964	5.4	4.7
26-07-2001	5.4	27.2	18.1	17.4112	4.4	4.9
27-07-2001	0	29	17.2	20.6636	2.7	5
28-07-2001	0	30.1	15.9	24.3998	2	5.2
29-07-2001	3.7	30.2	16.3	23.7813	2.5	5.4
30-07-2001	0.4	29.1	18.6	21.0735	3	5.3
31-07-2001	0	31.6	16.8	24.4427	1.7	5.3
01-08-2001	0	30.8	18	22.3557	3.5	5.7
02-08-2001	0	29.3	16.4	22.2311	2.9	5.1
03-08-2001	0	33.1	18.6	21.9547	4	5.7
04-08-2001	0.6	33.2	20	21.5277	3.8	6
05-08-2001	0.1	24.1	18	16.2168	5.2	5
06-08-2001	0	26.8	15.2	20.1227	2.2	4.5
07-08-2001	0	30.1	13.9	22.719	2.5	4.9
08-08-2001	6.7	32.3	14.9	22.7672	4.3	5.7
09-08-2001	0	29.8	16.6	21.0166	1.8	4.5
10-08-2001	10.6	25.4	18.8	14.3633	5	4.5
11-08-2001	0	20.4	14.1	13.7356	5.4	4
12-08-2001	0	23.1	11.2	21.186	3.7	4.5
13-08-2001	0	27.5	10.1	22.4848	2	4.2
14-08-2001	0	29.9	15.6	21.1692	1.6	4.4
15-08-2001	0	31.5	16.6	22.4325	2.9	5.2
16-08-2001	0	32	17	22.2035	3.1	5.3
17-08-2001	0	31.9	17.5	20.9771	2.1	4.8
18-08-2001	0	32.3	17.1	21.3057	2.1	4.8
19-08-2001	0	33	17.3	20.8719	2.5	5
20-08-2001	7.8	32.8	17.5	20.2206	3.4	5.2
21-08-2001	0.1	25.8	17.6	15.6948	4.5	4.2
22-08-2001	0.1	26.4	17.3	15.1717	4.4	4
23-08-2001	2.8	28	18.6	16.0131	3.5	4.2
24-08-2001	0	27.5	16.9	17.0617	2.2	3.7
25-08-2001	0	30.6	16.3	20.4793	1.5	4.2
26-08-2001	0	32.1	15.9	21.1019	1.3	4.2
27-08-2001	0.9	33.5	16.6	19.5068	3.2	4.9
28-08-2001	0	24.2	15	17.3873	4.4	4.5
29-08-2001	0	23.4	12.9	17.8891	4.2	4.4
30-08-2001	0	24.1	8.6	19.9379	2.7	3.5
31-08-2001	3.8	20.7	12.7	10.4372	3	2.7
01-09-2001	0.1	21.4	13.2	12.0016	3.2	2.8
02-09-2001	3.6	21.4	13.5	11.2772	4.3	3.3
03-09-2001	0	24.3	11.3	16.2047	2.8	3.4
04-09-2001	10.4	24.9	11.1	14.22	2.8	3
05-09-2001	12.9	14	13.2	3.9106	6.5	1.7
06-09-2001	2.2	15.3	12.2	5.9561	7.8	2.4
07-09-2001	1.1	19.5	11.7	11.3225	5	3.1
08-09-2001	12.7	19.6	12.1	9.5039	3.8	2.5
09-09-2001	1.2	15.6	10.3	11.2472	4.6	2.7
10-09-2001	0.3	19.1	6	14.9781	4.2	3
11-09-2001	0	17.3	9.9	10.5983	4.7	3
12-09-2001	1.4	17.4	7.8	10.5707	3.3	2.2
13-09-2001	0.1	21.5	8.5	13.5104	3.3	2.6
14-09-2001	18	19.8	12.4	8.1829	4.2	2.6
15-09-2001	3.7	14.6	10.4	6.8074	3.4	1.7
16-09-2001	6.2	17.4	9.4	9.5193	3.4	2.1
17-09-2001	16.9	12.2	9.2	4.4479	4.3	1.4
18-09-2001	1.8	16.4	8.7	9.8835	3.1	2
19-09-2001	0	17.1	6.1	12.2971	3.8	1.8
20-09-2001	0	21	7.8	15.2121	3.3	2.4
21-09-2001	3.4	20.2	8.6	12.6739	2	1.9
22-09-2001	0.3	18.9	10.6	8.6646	1.9	1.7
23-09-2001	12	14.9	11.2	5.4069	2.1	1
24-09-2001	2.9	22.1	13.7	10.4428	3	2.1
25-09-2001	5.5	17.6	14.4	5.8566	3.4	2
26-09-2001	0.1	15.8	12.2	5.5939	3.9	1.9
27-09-2001	0	19.3	8.4	12.4972	1.8	1.8
28-09-2001	0	22.8	7.6	14.2862	1.9	2
29-09-2001	0	20.4	8	12.1725	2	1.6
30-09-2001	1.4	17.1	11.4	5.9942	1.5	1.2
01-10-2001	0	22.1	12.4	10.2875	2.2	1.7
02-10-2001	0	25.1	14.3	11.5156	2.9	2.4
03-10-2001	0	22.6	11.7	10.6667	2.1	1.7
04-10-2001	1.2	21.5	10.6	9.3366	3.4	1.8
05-10-2001	0	19.8	10.2	10.263	2.3	1.6
06-10-2001	0	21.3	8.1	11.1951	1.6	1.4
07-10-2001	0.2	23.5	10.5	10.2202	3.9	1.8
08-10-2001	0	25.2	13.7	10.7793	2.9	2.1
09-10-2001	0	21.3	12.1	8.1354	1.8	1.3
10-10-2001	0	20.6	12.3	7.5913	2.6	1.5
11-10-2001	0	22.6	10.6	10.2002	3.2	2
12-10-2001	0	21.8	10	11.3753	1.5	1.5
13-10-2001	0	21.1	7.3	10.9569	1.2	1.1
14-10-2001	0	19.5	7.9	9.6008	1.5	1
15-10-2001	0	20.6	8.6	9.6743	3	1.5
16-10-2001	0	19.6	7.3	9.0777	1.5	1
17-10-2001	0	15.5	9.5	4.8751	1.8	0.9
18-10-2001	0	13.7	8.8	4.5164	3.2	0.7
19-10-2001	0.1	13.1	11.4	2.8058	1.9	0.8
20-10-2001	0	13.3	11.4	2.7472	3.9	0.8
21-10-2001	2	21	11.9	7.0579	4.3	1.8
22-10-2001	0	18.6	12	7.006	3.5	1.6
23-10-2001	0	18	9.1	8.5436	2.4	1.2
24-10-2001	3	11.4	8.3	2.9523	1.6	0.9
25-10-2001	1	10.6	8.5	2.7432	1.9	0.7
26-10-2001	0	10.8	7.7	3.5668	3.3	1.2
27-10-2001	0	11	1.3	7.074	2.9	0.7
28-10-2001	2.2	11.2	4.8	4.4034	1.8	0.6
29-10-2001	0.4	13.8	7.9	4.5063	1.5	0.6
30-10-2001	0	18.2	10.2	5.3139	3.2	1.3
31-10-2001	0	23.4	8.2	8.6609	3.7	1.6
01-11-2001	0.1	13.8	10.1	5.0536	6.9	2.8
02-11-2001	0	11	5.9	6.6763	5.4	1.7
03-11-2001	0	11	1.3	6.6239	1.4	0.5
04-11-2001	0	12.2	1.4	7.8722	2.1	0.6
05-11-2001	0	13	-0.4	6.6379	2.6	0.6
06-11-2001	0	8.9	4.1	3.2175	1.9	0.7
07-11-2001	3.2	12.3	4	4.2926	3.1	0.8
08-11-2001	0.4	12.2	7	3.3724	3.4	1
09-11-2001	1.4	6.2	5.6	1.3562	5.6	1.8
10-11-2001	0	5.5	0.6	4.9728	4.1	1
11-11-2001	0.3	5.2	-0.6	3.7912	3.2	0.5
12-11-2001	7.2	3.4	2.4	1.5169	2.3	0.6
13-11-2001	3.2	5.5	0.9	2.7704	5.7	0.8
14-11-2001	0	5	2	3.1982	7.9	1.9
15-11-2001	0	6.1	-1.4	6.0416	3	0.6
16-11-2001	0	7.5	-5	5.8901	4.2	0.4
17-11-2001	0	7.8	-0.8	6.085	2.5	0.4
18-11-2001	0	0.9	-3.8	2.5116	1.6	0.3
19-11-2001	0	3.4	-1.1	2.3078	4	0.6
20-11-2001	0	7.2	2	3.4738	5.5	1.2
21-11-2001	0	9.5	1.9	4.7364	4	1.1
22-11-2001	0.2	9.7	-1.8	4.4291	3.6	0.7
23-11-2001	0	4.7	1.5	3.2209	7.1	1.5
24-11-2001	0.1	4.9	0.3	3.3958	7.5	1.7
25-11-2001	0	5	0.3	3.7642	5.7	1.4
26-11-2001	2.7	3.7	-3.1	3.4936	1.9	0.2
27-11-2001	1.6	1.6	-0.5	1.2427	2.4	0.4
28-11-2001	0	2.5	0	1.8976	1.8	0.3
29-11-2001	5.1	7.2	0.1	3.4486	3.4	0.4
30-11-2001	1.2	3.8	1.5	2.2075	3	0.6
01-12-2001	0	3.1	-1.7	3.9347	2.3	0.3
02-12-2001	0	-0.4	-3.8	1.7513	1.2	0.3
03-12-2001	0.1	-1	-3	1.3068	1.3	0.3
04-12-2001	1.7	-0.7	-2.5	1.2968	2.7	0.3
05-12-2001	2.7	1.4	-1.5	1.7495	2	0.3
06-12-2001	6.8	2	-0.6	1.5529	2.8	0.4
07-12-2001	0.1	3.6	-0.7	2.6049	4.7	0.5
08-12-2001	0	-0.3	-4.8	3.5178	4.3	0.5
09-12-2001	0	-1.6	-7.2	4.115	3	0.3
10-12-2001	0.2	-1	-10.2	3.185	1.2	0.2
11-12-2001	1.8	0.2	-3.4	1.4961	2.3	0.3
12-12-2001	6.1	1.6	-2	1.4694	3.4	0.5
13-12-2001	0.7	-7.6	-7.7	1.3233	6.6	0.9
14-12-2001	0	-7.5	-12.9	3.7756	4.3	0.3
15-12-2001	0	-3.9	-14.8	3.3672	3.3	0.1
16-12-2001	0.1	-1.4	-7.5	2.8468	5.4	0.5
17-12-2001	0.6	-1	-6.8	2.7621	4.2	0.4
18-12-2001	0	1.8	-3.5	2.0074	4.9	0.6
19-12-2001	0	2.5	-4.2	2.8645	4.1	0.7
20-12-2001	0.1	4	-4.7	3.3584	4.8	1
21-12-2001	0	-0.6	-9.4	3.5482	3.4	0.3
22-12-2001	1	3.6	-3.7	2.845	2.9	0.5
23-12-2001	0.1	1	-1.8	1.9918	4.4	1
24-12-2001	0.1	-2.8	-13.3	4.6769	2.4	0.1
25-12-2001	0.1	-1.2	-11.7	2.7616	3.2	0.4
26-12-2001	0.1	-3.1	-7.2	1.6193	2.1	0.4
27-12-2001	0	1.8	-5.4	3.0315	5.2	0.7
28-12-2001	0.2	1.6	-8.3	2.7674	3.4	0.4
29-12-2001	1.3	5.7	-1	1.9726	4.1	0.8
30-12-2001	0.2	4.5	1.8	2.8054	6.1	1.3
31-12-2001	0	1.3	-2.6	2.5239	4.7	1.1
01-01-2002	1	0.6	-6.6	3.1228	5.2	0.7
02-01-2002	1	3.6	-3.9	3.1498	8	1.5
03-01-2002	0	-3.8	-4.9	3.2506	7.1	1.3
04-01-2002	0	-5.1	-13.5	4.5778	2.9	0.3
05-01-2002	0	1.3	-11.2	3.5119	3.1	0.6
06-01-2002	0	4.7	-6.8	4.9721	2.9	0.5
07-01-2002	0	4.4	-2.8	3.1971	3.7	0.6
08-01-2002	0	2.5	-2.4	1.9014	2.1	0.4
09-01-2002	0	2.7	-1.9	2.6109	1.2	0.4
10-01-2002	0	-1.3	-3.9	1.4562	1.5	0.3
11-01-2002	0	-1.9	-3.2	1.4621	1.7	0.4
12-01-2002	0.1	-1.9	-6	1.9552	1.3	0.3
13-01-2002	0.7	-2.1	-6.2	1.7129	1.2	0.2
14-01-2002	0	-1.5	-2.9	1.1626	1.5	0.5
15-01-2002	0	-3.1	-4	1.1151	2.4	0.5
16-01-2002	0.1	-3.9	-4.7	1.0829	1.8	0.4
17-01-2002	0	-2.6	-4.5	1.6066	1.4	0.4
18-01-2002	0	-1	-4	2.4662	1.3	0.3
19-01-2002	0	1.2	-6.4	3.3224	2.1	0.2
20-01-2002	0.3	8.2	-1.9	4.6233	3.2	0.4
21-01-2002	0.2	7.8	1.4	2.9814	4.5	0.7
22-01-2002	0	9	0.9	4.9823	2.1	0.4
23-01-2002	0	7.4	-1.1	4.8962	2.9	0.3
24-01-2002	0	6.1	1	2.6731	3.3	0.6
25-01-2002	0	9.9	1.2	4.4249	3.1	0.7
26-01-2002	0.1	7.5	0.9	3.376	2.5	0.6
27-01-2002	0.2	11.2	0.4	3.7988	3.8	0.7
28-01-2002	0	15.5	6.4	4.7968	4.3	1.4
29-01-2002	0	18.4	6.4	6.0381	4.2	2.2
30-01-2002	0	15.5	4.9	6.19	2.6	1.2
31-01-2002	0	12.8	2.2	4.6636	3	1.1
01-02-2002	0	14.1	2.7	5.5021	2.2	0.8
02-02-2002	0	14.2	0.7	7.4105	3	0.6
03-02-2002	0	11.4	2.8	6.6937	5.7	1.1
04-02-2002	0	7.7	1.1	5.0849	2.6	0.6
05-02-2002	0	5.4	-2.8	4.7686	2.3	0.3
06-02-2002	0.5	6	-0.9	4.1367	3.1	0.6
07-02-2002	0.5	6.1	0.7	3.4466	2.5	0.5
08-02-2002	0.2	9.8	1.7	4.9548	2.8	0.7
09-02-2002	0.6	13.5	2.7	6.1439	2.8	0.8
10-02-2002	0.1	11.2	3.7	5.3108	4.5	1.4
11-02-2002	0.3	13.3	2.5	6.4577	4.2	1.4
12-02-2002	0	16	6.2	5.9196	4.9	2
13-02-2002	5.6	13.3	9.3	4.496	3.8	1.8
14-02-2002	0.8	6.2	4.4	2.454	3.7	1.3
15-02-2002	0	5	-2.4	6.7764	3	0.9
16-02-2002	0.4	5.1	-2.1	6.3318	3.3	0.8
17-02-2002	2	7.8	1.4	4.646	3.8	1
18-02-2002	0.2	6.9	1.8	5.5584	2	0.9
19-02-2002	0	9.6	3.1	6.1361	4.9	1.6
20-02-2002	0.1	7	2.3	5.5534	3.7	1.1
21-02-2002	1	8.7	0.4	5.6171	7.2	1.5
22-02-2002	0.2	4.6	-3.6	8.3692	5	1.4
23-02-2002	1.3	9	0.3	6.6299	3.2	1.2
24-02-2002	0.2	7.8	1.6	7.2423	5.3	1.9
25-02-2002	3.9	8.3	-2.3	7.3917	3.4	1
26-02-2002	0	14.3	2.8	7.8621	3.4	1.7
27-02-2002	0.4	15.4	5.9	7.3965	4.1	2
28-02-2002	2.1	9.6	5.8	4.8432	2.7	1.3
01-03-2002	0.5	9.2	4.4	5.6125	3.7	1.3
02-03-2002	0.3	6.7	3.8	3.5843	2.9	0.9
03-03-2002	0.5	7.1	3	5.8868	3.5	1.5
04-03-2002	0	11.1	-1.4	11.0913	2.6	1.3
05-03-2002	0	13.2	0.5	11.7442	4.8	1.9
06-03-2002	0	19.5	2.1	11.182	4.5	2.1
07-03-2002	0.2	18.3	7.8	9.5311	6.1	3.1
08-03-2002	0	13	7	9.4664	5.1	2.9
09-03-2002	0	15	-0.5	13.3699	4.5	2.3
10-03-2002	0	13.7	1.7	11.8761	4.2	2.4
11-03-2002	0	14.6	-2	14.3692	3.6	2
12-03-2002	0	15.9	0.9	13.5791	5	2.7
13-03-2002	0	16.7	2.3	12.7312	2.7	2.1
14-03-2002	0	19.8	2.1	15.3738	3.2	2.3
15-03-2002	0	16	4.8	11.8664	3.6	2.1
16-03-2002	0	12.1	4.8	8.7305	2.7	1.5
17-03-2002	0	15.5	1.6	12.7965	3.9	1.9
18-03-2002	0	14.2	3.7	12.2613	3.5	2
19-03-2002	5.6	10.9	3	7.986	3.1	1.3
20-03-2002	17.3	11.2	7	6.2105	4	1.5
21-03-2002	17.6	12.8	7.4	7.5198	3.3	1.5
22-03-2002	8.8	13.5	7.5	9.1088	5.1	2.5
23-03-2002	0.1	6.6	0.9	10.0119	7.7	2.2
24-03-2002	0.2	6.6	1.3	9.616	8.5	2.5
25-03-2002	0	4.5	1.4	6.0812	9.6	2.6
26-03-2002	0	6.1	0.9	10.1451	7.5	2.4
27-03-2002	0	7.8	0.7	12.0876	6.2	2.6
28-03-2002	0	11.2	-0.6	15.6323	4.8	2.5
29-03-2002	0	15.1	-0.3	17.0295	2.2	2.2
30-03-2002	0	18.2	0	18.757	2.3	2.4
31-03-2002	0	19.4	2	17.6924	1.9	2.5
01-04-2002	0.4	19.5	3.6	16.8005	1.9	2.5
02-04-2002	0	19.1	6.3	16.612	3.1	3
03-04-2002	0	17	6	14.9322	3.2	2.9
04-04-2002	0	13.3	1.4	16.8796	2.6	2.4
05-04-2002	0	11.6	4	12.8161	5.3	3.2
06-04-2002	0.2	6.7	-1.2	14.069	5	2.5
07-04-2002	0	8.7	-1.9	16.6529	2.7	2.1
08-04-2002	0	11.8	-2.4	17.1895	1.8	2.1
09-04-2002	0	10.9	2.1	10.7188	2.5	2.2
10-04-2002	4.1	5.1	3.5	3.591	2.8	1.1
11-04-2002	0.4	8.7	3.8	8.7588	3.4	1.3
12-04-2002	7	8.4	5.2	6.3924	3.6	1.1
13-04-2002	0.7	13.1	7	9.468	4.8	1.7
14-04-2002	14.2	12.5	8.4	8.6192	2.6	1.6
15-04-2002	0.3	11.3	7.4	8.355	2.9	2
16-04-2002	0.1	14.2	5.5	14.5324	3.1	2.7
17-04-2002	3.6	14.1	8	9.8238	4.8	2.8
18-04-2002	1.3	15.5	9	10.8396	5	3.1
19-04-2002	2	15.3	9.5	11.1164	2.6	2.2
20-04-2002	1.7	12.3	8	8.7589	4.4	1.9
21-04-2002	0	18.5	9	17.7116	5.9	3.7
22-04-2002	0.1	18.2	9.3	17.1408	5.3	3.7
23-04-2002	2.8	19.8	9.7	17.5965	4.4	3.9
24-04-2002	5.6	16.3	10.3	12.4898	4.3	3
25-04-2002	0	17.8	7.1	18.6825	3.1	3.4
26-04-2002	2.2	20.6	7.5	17.106	2.5	3.1
27-04-2002	1.5	13.3	10.9	6.083	4.1	2.7
28-04-2002	0	17.6	3.1	21.4916	4.6	3.7
29-04-2002	0.4	21.2	8.5	19.6379	4.5	4.2
30-04-2002	0	19.1	9	18.2667	3.9	3.9
01-05-2002	0	23.5	7.6	23.5594	5.4	4.7
02-05-2002	0	26	11.2	22.3913	5.1	5.3
03-05-2002	0	26	12.4	19.6957	3.9	4.8
04-05-2002	1.5	27.8	12.6	21.3647	4.3	5.3
05-05-2002	7.6	17.5	13.1	10.4359	2.4	2.4
06-05-2002	0	20	10.6	17.2823	1.8	3.1
07-05-2002	0	21.7	8.7	20.5915	2.2	3.5
08-05-2002	0	23.7	10.2	20.1832	3.8	4.4
09-05-2002	0	23.1	11.6	19.8471	3.8	4.5
10-05-2002	0.1	22.8	12	18.6718	4	4
11-05-2002	0	24	11.2	20.0515	3.1	4.1
12-05-2002	0.5	23.9	10.4	20.9543	2.5	4
13-05-2002	0	23.9	13	19.0551	2.2	3.9
14-05-2002	0.4	25.3	11.3	21.2481	3.5	4.5
15-05-2002	0	22.9	12	22.0898	3.9	5
16-05-2002	0	24.4	10.3	24.4532	1.8	4.4
17-05-2002	0	28.3	11.8	24.453	2.5	4.9
18-05-2002	0.4	26.5	13.9	22.8915	2.9	5
19-05-2002	0	22.3	13.7	16.9362	4.9	4.5
20-05-2002	0.3	18.6	14.5	11.049	4.3	3.3
21-05-2002	0	22.6	12.4	18.8671	2.8	3.9
22-05-2002	0	24.7	12.1	20.4787	4.6	4.6
23-05-2002	0	27.9	14.5	20.808	5.4	5.8
24-05-2002	0.1	23.5	16.5	17.2269	5	5.1
25-05-2002	8.5	21.9	15.3	13.3993	2.8	3.7
26-05-2002	1.7	17.5	12.5	11.9453	3.8	2.7
27-05-2002	0.1	22.4	12.3	18.3889	2.4	3.7
28-05-2002	0.4	20.3	12.8	16.4901	5	4.1
29-05-2002	0	22.4	13.4	17.2323	6.6	5.5
30-05-2002	0	22.5	13.6	23.0872	5.5	5.9
31-05-2002	0	24.2	9.9	24.6771	2.6	4.9
01-06-2002	0	22.5	12.2	21.6439	3.7	5
02-06-2002	0	19.8	10.3	21.8683	4.2	4.8
03-06-2002	0	23.9	8.6	26.4475	2.9	4.9
04-06-2002	0	26.6	10.7	24.0761	1.9	4.7
05-06-2002	0	23.8	13.6	16.8491	5	4.3
06-06-2002	5	23.7	16.5	14.0204	4.9	4
07-06-2002	9.3	17.7	14.2	12.2463	5.6	3.1
08-06-2002	2.1	22.6	13.5	16.9792	3.2	4
09-06-2002	9.1	22	13	15.3647	1.9	3.2
10-06-2002	7.7	18.3	14.4	9.5575	5.1	2.8
11-06-2002	0	22.6	13.4	24.2071	5.9	6.1
12-06-2002	0	25.6	10.3	26.4141	2	4.9
13-06-2002	0.5	29.3	12.7	24.3135	2.9	5.3
14-06-2002	3.3	30.1	16.7	24.0564	2.6	5.6
15-06-2002	1.7	31.8	15.2	25.9886	2.2	5.7
16-06-2002	2.5	29.3	17.1	20.0805	3	5
17-06-2002	0	29.2	17.7	23.3294	2.2	5.3
18-06-2002	0	31.4	17.2	25.8407	2.1	5.8
19-06-2002	0	32.8	17.6	26.7771	3	6.5
20-06-2002	0	33.2	18.2	27.4455	3.5	6.9
21-06-2002	1	32.8	19.8	24.3815	2.6	6.2
22-06-2002	0	31.8	18.8	26.2994	2.4	6.1
23-06-2002	0.1	36	18.3	26.4858	2.8	6.7
24-06-2002	2	31.5	19.6	23.0263	4.9	6.7
25-06-2002	0.1	24.1	16	20.1894	4	5.4
26-06-2002	0	26.5	12.4	27.095	2.3	5.5
27-06-2002	8	29.9	12.4	27.6098	3.9	6.4
28-06-2002	10.4	21.1	16.2	10.8576	2.8	3
29-06-2002	0.1	22	12.8	21.349	3.9	5.1
30-06-2002	0	24.9	9.1	26.517	3	5.1
01-07-2002	0	28.5	12.4	25.5242	4	5.9
02-07-2002	0.1	30.9	15.5	23.7593	5.2	6.6
03-07-2002	3.5	31.8	16.8	24.6857	4.2	6.5
04-07-2002	8.5	20.7	17.5	13.5423	4.5	4.1
05-07-2002	0	25.4	10.4	27.2492	2.6	5.2
06-07-2002	5.1	29.2	11.9	26.9671	4.2	6
07-07-2002	0.1	25.6	16.5	18.9775	4.4	5
08-07-2002	0	29.8	14	27.436	2.1	5.6
09-07-2002	0	32.2	15.1	27.4502	3.5	6.4
10-07-2002	0	34.1	18	26.8152	4.2	7.1
11-07-2002	0	28	19.4	22.4689	6	7
12-07-2002	0	29.3	16.6	23.7657	4.2	6.3
13-07-2002	15	31.5	18.7	20.1923	3.2	5.5
14-07-2002	3.8	28.9	18	23.0729	4.3	5.8
15-07-2002	2.1	29.5	19.1	20.035	2.5	4.9
16-07-2002	10.9	29.2	20.5	16.5476	2.7	4.5
17-07-2002	0.1	28.8	17	21.0925	2.6	4.9
18-07-2002	0.4	24.8	17.9	13.5093	5.8	4.9
19-07-2002	0	24.9	15.5	16.8428	4.2	4.6
20-07-2002	0	27.7	15.5	22.7436	2.5	5.1
21-07-2002	8.2	32.5	14	26.2491	2.9	5.9
22-07-2002	1.6	24.6	16.6	18.3951	3.7	4.7
23-07-2002	0	26.2	13.1	22.9449	2.4	4.7
24-07-2002	2.4	28.4	15	18.4116	3.3	4.7
25-07-2002	2.1	23.4	15.9	16.6715	4.6	4.7
26-07-2002	0	23.6	13.5	20.084	4.6	4.9
27-07-2002	0	26.8	15.2	24.1121	4.1	5.8
28-07-2002	0.1	29.7	16.4	21.4698	2.7	5.2
29-07-2002	3.8	32	18	22.5627	2.6	5.5
30-07-2002	0.2	30.5	18.6	21.087	2.5	5.1
31-07-2002	2.6	27.7	19.3	15.0885	2.1	3.8
01-08-2002	5.8	28.2	17	18.3532	1.9	4
02-08-2002	1.1	27.7	17.6	18.4103	3.2	4.5
03-08-2002	2.5	29.7	17.5	22.2111	2.3	4.9
04-08-2002	11.5	27	17.8	16.1978	2.5	3.9
05-08-2002	0.3	28	17.4	19.4391	3.8	5
