ClimateZone	Date	Rain	AirTemperatureMax	AirTemperatureMin	GlobalSolarRadiation	WindSpeed	ReferenceEvapotranspiration
C06	08-06-1998	1.5	23.6	19.4	15.5048	5.9	5.2
C06	09-06-1998	0	25.3	14.1	23.3546	3.5	5.1
C06	10-06-1998	2	29.2	13.4	26.576	4.1	5.9
C06	11-06-1998	7.4	18.8	15.2	7.7504	3.3	2.5
C06	12-06-1998	12.2	18.5	13	13.2768	5.8	3.9
C06	13-06-1998	16.3	10.1	9.8	3.9344	8.7	1.9
C06	14-06-1998	0	17.1	8.4	16.8523	4.4	3.3
C06	15-06-1998	0.7	23	8	24.3052	4	4.7
C06	16-06-1998	0.2	21.4	12.8	18.6721	4.6	4.6
C06	17-06-1998	0	19	11.2	15.6175	4.8	4
C06	18-06-1998	0.9	19.7	10	21.1306	5.2	4.5
C06	19-06-1998	0.1	21.7	12.5	19.7895	4.8	4.6
C06	20-06-1998	0	24.1	15.2	16.0631	3.1	3.9
C06	21-06-1998	0	29.2	12.9	27.4062	2.4	5.5
C06	22-06-1998	8.4	28.7	16.4	21.1432	4.4	5.5
C06	23-06-1998	0.1	23.2	16.1	19.7045	3.3	4.8
C06	24-06-1998	0.1	21.8	13.8	11.9131	2.3	3
C06	25-06-1998	0	26.1	14.6	21.4799	1.4	4.4
C06	26-06-1998	2.7	29	14.6	21.517	2.1	4.7
C06	27-06-1998	4.4	28.6	18	20.1893	2.4	4.8
C06	28-06-1998	0	26.6	16.2	17.6155	3.6	4.5
C06	29-06-1998	0	26.5	17.1	21.2684	2.6	5
C06	30-06-1998	2.1	28.2	16	20.611	2.6	4.8
C06	01-07-1998	4.2	27.4	16.6	21.7417	3.6	5.3
C06	02-07-1998	2.3	21.2	15.6	13.5823	3.1	3.5
C06	03-07-1998	0.8	18	12.4	11.8342	2.2	2.5
C06	04-07-1998	0.2	19	14.2	14.1161	6.2	4.2
C06	05-07-1998	0.8	18.3	14.2	9.6698	5.3	3.1
C06	06-07-1998	0.1	22.9	14	14.4745	4.3	3.9
C06	07-07-1998	2.7	24.7	14.6	17.9674	2.8	4.1
C06	08-07-1998	6.7	16.7	10.9	15.0982	6.1	3.8
C06	09-07-1998	1.1	19.7	10	17.5722	5.7	4
C06	10-07-1998	0.5	22.1	13.4	17.341	5.3	4.3
C06	11-07-1998	0.2	23	15.1	15.8971	5.4	4.5
C06	12-07-1998	0.1	24.4	15.9	14.7632	4.9	4.6
C06	13-07-1998	4	30.7	14.2	25.7678	4	5.8
C06	14-07-1998	2.6	18.1	15.9	6.9375	4.1	2.7
C06	15-07-1998	0	22.9	12.1	21.4738	3.6	4.8
C06	16-07-1998	2	24.7	10.9	22.6802	3.4	4.8
C06	17-07-1998	0	23.1	13.4	19.4847	3.2	4.2
C06	18-07-1998	1.4	28.1	13.7	21.4029	3.3	4.9
C06	19-07-1998	0	30.1	16.8	22.3929	2.6	5.2
C06	20-07-1998	0	33.8	15.6	27.3742	2.3	6
C06	21-07-1998	0	34.2	20.2	26.746	5.2	7.6
C06	22-07-1998	0	32.5	19.7	23.2393	2.6	5.7
C06	23-07-1998	0.9	32.9	19.2	22.8776	2.6	5.7
C06	24-07-1998	0	27.2	19.6	16.1661	3.2	4.4
C06	25-07-1998	1.4	23.7	18.2	10.7522	2.1	2.8
C06	26-07-1998	0	27.9	17.8	21.1012	2.1	4.7
C06	27-07-1998	16.1	30.7	16.6	21.5875	3.8	5.3
C06	28-07-1998	0.7	23.6	17.5	11.9968	4.8	3.8
C06	29-07-1998	0	24.4	16.2	20.0045	4	4.9
C06	30-07-1998	2.8	29.7	16.4	23.4585	3.5	5.5
C06	31-07-1998	4.2	23.7	17.8	13.4833	2.7	3.4
C06	01-08-1998	0	26.9	15.5	20.4538	2.8	4.3
C06	02-08-1998	0	32.4	18.3	23.8767	3.7	5.7
C06	03-08-1998	0	30.4	20.5	19.3358	3.5	5.1
C06	04-08-1998	3.7	28	19.6	17.873	4	4.8
C06	05-08-1998	0.1	25.1	17.7	14.4736	3.9	4.2
C06	06-08-1998	0	25.8	14.5	22.0622	2.5	4.6
C06	07-08-1998	0	28.5	12.9	24.3381	1.6	4.5
C06	08-08-1998	0	32.2	15.2	24.2465	1.9	5.1
C06	09-08-1998	0.5	33.5	16	23.2859	3	5.6
C06	10-08-1998	0	27.4	14.5	23.2721	2.3	4.8
C06	11-08-1998	0	30.6	12.6	24.7659	1.9	4.8
C06	12-08-1998	0.2	34.2	17	22.9627	2.8	5.6
C06	13-08-1998	10.3	31.4	18.7	19.3186	3	5.1
C06	14-08-1998	0	25	16.9	18.8189	2.8	4.2
C06	15-08-1998	0	27.5	14.4	19.9466	2	4.1
C06	16-08-1998	0	30.1	16.4	18.5765	1.7	4.1
C06	17-08-1998	0	31.6	16.7	21.7238	1.7	4.6
C06	18-08-1998	3.6	31.5	17.6	17.9757	2.3	4.5
C06	19-08-1998	0	26.5	19.3	13.3666	3.8	4.2
C06	20-08-1998	1.1	27.9	15.9	18.9974	2.3	4.1
C06	21-08-1998	4.8	27.9	16.9	15.8984	3.5	4.3
C06	22-08-1998	9.9	21.9	15.7	14.5461	5.1	4.1
C06	23-08-1998	0	20.2	12.9	15.9873	4.3	3.7
C06	24-08-1998	1.2	21.8	12.3	11.1071	3.6	2.9
C06	25-08-1998	0.1	19.7	12.8	15.827	4.4	3.8
C06	26-08-1998	0.5	23.2	9.7	18.8756	2.9	3.5
C06	27-08-1998	0.1	18.7	13.8	9.7161	4	3
C06	28-08-1998	0	18.4	10.4	15.8382	4.5	3.6
C06	29-08-1998	0	17.5	11.7	11.1655	4.8	3.3
C06	30-08-1998	0.8	19.4	10.1	14.4391	3.1	3
C06	31-08-1998	1.5	18.1	9.1	12.2182	2.5	2.4
C06	01-09-1998	0	21.1	8.2	18.1744	1.8	2.8
C06	02-09-1998	3.4	22.1	11.3	12.6314	3.4	2.9
C06	03-09-1998	8.6	15	13.9	3.6043	3.7	1.3
C06	04-09-1998	0.1	16.9	12.6	6.28	2.5	1.5
C06	05-09-1998	28.6	17.4	12.6	6.2177	4.7	1.6
C06	06-09-1998	5.6	19.4	12.9	9.7385	4	2.3
C06	07-09-1998	0	21.7	12.8	15.0222	3.1	2.8
C06	08-09-1998	3.1	19.4	13.4	8.1508	3.1	1.9
C06	09-09-1998	0	24	14.2	15.4068	3.2	3.1
C06	10-09-1998	0	22.8	13.3	15.0063	5.4	3.1
C06	11-09-1998	0.5	21.9	14.4	9.2895	3.3	2
C06	12-09-1998	25.9	19.7	16.7	3.7118	5.4	2.3
C06	13-09-1998	2.2	13.6	10.1	6.7085	5	1.9
C06	14-09-1998	0.1	14.6	8.2	8.4192	4.5	2.4
C06	15-09-1998	5.2	14.5	9.2	5.932	6.8	2.6
C06	16-09-1998	2.8	18	10.3	8.2742	4.2	2.2
C06	17-09-1998	0.7	15.8	10.2	9.1733	4.1	2.2
C06	18-09-1998	0.1	16.6	10.6	9.4362	4.3	2.2
C06	19-09-1998	0.8	17.2	10.8	10.4437	4.6	2.3
C06	20-09-1998	0	16.8	10.6	7.8668	5.4	2.4
C06	21-09-1998	0	17.9	11	11.457	5.1	2.7
C06	22-09-1998	0	18.3	9.2	13.3785	3.1	2.1
C06	23-09-1998	0	19	7.5	15.1972	2.3	2
C06	24-09-1998	0	19.8	6.3	14.6844	3	1.9
C06	25-09-1998	0	19.7	8.6	11.2995	4.1	1.9
C06	26-09-1998	0	20.8	10.2	10.3873	2.4	1.7
C06	27-09-1998	4.8	21.4	12.5	8.3737	2	1.7
C06	28-09-1998	1.3	17	14.1	4.4736	4.6	1.6
C06	29-09-1998	0.2	17.8	13.1	6.2161	4.7	2.1
C06	30-09-1998	0.1	19.3	8.1	12.2083	2.6	1.6
C06	01-10-1998	2.6	14.3	11.3	3.1298	3.5	1.1
C06	02-10-1998	5.8	11	9.2	3.2166	2.9	0.9
C06	03-10-1998	0	12	6.4	6.8435	2.3	1.1
C06	04-10-1998	0	10.4	5.9	5.8193	2.7	1
C06	05-10-1998	8.7	11	6.6	3.2325	2.5	0.7
C06	06-10-1998	6.8	13.3	9.4	3.5319	4	0.8
C06	07-10-1998	0.5	18.9	12.3	5.7639	4.6	1.3
C06	08-10-1998	2.4	13.9	12.3	2.9589	2.8	0.8
C06	09-10-1998	0.1	18.9	12.2	7.8011	2.2	1.4
C06	10-10-1998	0.1	17.6	8.4	9.9024	2.6	1.3
C06	11-10-1998	2.9	17	10.3	6.117	3.9	1.7
C06	12-10-1998	0.5	17.1	9.8	6.7	4.6	1.9
C06	13-10-1998	0.4	12.4	7.2	8.6067	5.5	1.7
C06	14-10-1998	2.8	12.5	4.6	6.3096	2.9	0.8
C06	15-10-1998	0.9	17.2	9.7	5.5006	3.3	1.1
C06	16-10-1998	0.1	17.6	10.5	8.3013	2.2	1.1
C06	17-10-1998	0.1	15.4	9.8	4.6923	2	1
C06	18-10-1998	0	15.5	8.2	5.2795	3.5	1.4
C06	19-10-1998	8.8	10.5	7.8	2.7083	2.5	1
C06	20-10-1998	0.1	11.4	6	6.522	5.1	1.4
C06	21-10-1998	0	12.3	2.4	7.9233	2.7	0.8
C06	22-10-1998	0	15.8	3.6	9.1051	1.9	0.7
C06	23-10-1998	0.4	15.7	4.9	8.4541	2.3	0.8
C06	24-10-1998	1.9	13.2	4.9	5.4212	2.2	0.6
C06	25-10-1998	4	13.1	5.6	5.4548	3.8	0.8
C06	26-10-1998	2.6	11.5	5.3	7.4332	4.3	1.2
C06	27-10-1998	0.8	10.6	2.7	6.5515	4.7	0.9
C06	28-10-1998	11.7	15.3	5.7	4.7156	4.6	1.4
C06	29-10-1998	1.8	13.4	10.4	2.6052	5.9	1.8
C06	30-10-1998	1.3	11.9	5.9	6.0345	7.9	2.3
C06	31-10-1998	1.2	9.9	4.3	6.0873	4.9	1.3
C06	01-11-1998	2	15.1	4.3	5.1865	5.9	1.9
C06	02-11-1998	0	10.1	4.3	6.3045	4.7	1.4
C06	03-11-1998	1.9	11.7	0.9	5.1157	2.2	0.5
C06	04-11-1998	1.9	8.4	6.5	1.269	1.6	0.7
C06	05-11-1998	0	9.4	6	5.2358	2.8	1
C06	06-11-1998	0	12.1	0	7.3944	2.7	0.6
C06	07-11-1998	0	9.5	4.1	5.9771	2	0.6
C06	08-11-1998	0.3	7.7	-2	6.4599	0.9	0.1
C06	09-11-1998	6.9	8.1	0.3	2.3356	1.4	0.3
C06	10-11-1998	12.8	8.5	6.3	1.4301	1.6	0.5
C06	11-11-1998	1.2	8.8	6.1	3.8486	3.7	0.9
C06	12-11-1998	0	7.5	1.1	6.3932	1.8	0.2
C06	13-11-1998	0	4.8	-2.2	4.8568	1.4	0.1
C06	14-11-1998	0.1	5.2	-0.9	3.416	2.7	0.3
C06	15-11-1998	0.1	7.2	2	3.5218	2.8	0.6
C06	16-11-1998	0.7	5.2	1.6	3.234	2.4	0.6
C06	17-11-1998	0.1	3.3	-0.5	3.578	4	0.7
C06	18-11-1998	0.2	1.4	-1	4.1732	3.7	0.7
C06	19-11-1998	0.3	1.6	-3.4	3.1533	2.1	0.4
C06	20-11-1998	0.1	-0.9	-3.9	3.3426	3.3	0.5
C06	21-11-1998	0.1	-3.7	-7.2	2.9471	3.2	0.5
C06	22-11-1998	0.9	-1.7	-6.5	3.0194	2	0.3
C06	23-11-1998	1	-0.7	-4	1.578	1.7	0.4
C06	24-11-1998	0	2.1	-5.2	4.054	1.1	0.1
C06	25-11-1998	0	-0.5	-5.5	2.9751	1.3	0.1
C06	26-11-1998	0.2	1	-1.8	1.2132	1.4	0.4
C06	27-11-1998	0	2.9	-1.2	2.681	1.2	0.2
C06	28-11-1998	0	2	-0.5	1.518	1	0.4
C06	29-11-1998	0.1	0.4	-1.4	0.9207	2.1	0.4
C06	30-11-1998	0	1.9	-0.2	1.1733	1.9	0.5
C06	01-12-1998	0	-2.9	-3.3	0.8026	2.4	0.6
C06	02-12-1998	0	-1.9	-5.3	1.7989	1.8	0.3
C06	03-12-1998	0	0.7	-3.1	1.564	3.7	0.4
C06	04-12-1998	4.9	-1.3	-1.7	0.7632	3	0.5
C06	05-12-1998	0.8	1.6	-2.5	2.438	3.5	0.5
C06	06-12-1998	0.7	1.2	-3.6	2.6147	4.1	0.5
C06	07-12-1998	0.2	0.1	-2.4	2.4762	4.5	0.8
C06	08-12-1998	1.6	-2.7	-4.2	1.0009	4.4	0.7
C06	09-12-1998	0	-1	-5.7	3.469	2.7	0.3
C06	10-12-1998	0	-2.5	-9	3.4651	1.5	0.1
C06	11-12-1998	0	-6.5	-11.9	2.2879	1.8	0.1
C06	12-12-1998	1.3	-3	-7.4	1.6346	1.5	0.2
C06	13-12-1998	2	6.9	-5.9	2.8558	3.4	0.2
C06	14-12-1998	4.2	6.2	4.8	0.9193	4.3	1.2
C06	15-12-1998	0.1	8.7	3.2	1.8844	2.1	0.4
C06	16-12-1998	0.9	8.7	0.7	3.0504	3.4	0.3
C06	17-12-1998	0	8.7	4.4	2.4818	2.4	0.7
C06	18-12-1998	0	1.4	-2.6	2.517	1.4	0.1
C06	19-12-1998	0.1	1.4	-3	2.0287	2	0.2
C06	20-12-1998	1.2	5	-0.6	2.0663	1.8	0.4
C06	21-12-1998	0.1	2	0	1.6259	2.6	0.6
C06	22-12-1998	0.3	1.8	-1.9	3.0489	2.8	0.3
C06	23-12-1998	0.1	0.5	-1.7	1.8927	1.3	0.3
C06	24-12-1998	0	-1.4	-5.7	3.2341	3.1	0.2
C06	25-12-1998	0	-3.4	-6.5	1.4956	2.3	0.3
C06	26-12-1998	0	-2.9	-7	2.3044	2.3	0.1
C06	27-12-1998	0	-2.2	-7.2	1.88	2.4	0.3
C06	28-12-1998	0	-1.3	-6	1.8746	2.2	0.3
C06	29-12-1998	0	0.3	-4.9	2.9095	1.2	0.1
C06	30-12-1998	0	0.5	-3.8	2.1471	3.1	0.1
C06	31-12-1998	0	-0.5	-2.6	1.666	4.5	0.4
C06	01-01-1999	0	-2.5	-4.2	0.553	3.7	0.5
C06	02-01-1999	0	-1.3	-3.9	0.9411	2.1	0.4
C06	03-01-1999	0.5	1.3	-2	1.6572	1.3	0.3
C06	04-01-1999	0.8	8.6	-2.2	3.8364	2	0
C06	05-01-1999	0	9.6	3.1	3.2019	1.6	0.2
C06	06-01-1999	0	2.2	-0.2	1.6343	1.7	0.3
C06	07-01-1999	0.8	2.3	-1.6	2.02	1.7	0.2
C06	08-01-1999	3.5	6.4	-0.4	2.2057	2	0.2
C06	09-01-1999	2.9	5.9	2.7	2.4523	2.5	0.6
C06	10-01-1999	0.1	5.1	1.3	3.2092	2.3	0.3
C06	11-01-1999	0.4	2.7	-0.1	1.523	3.8	0.4
C06	12-01-1999	0	3.5	-0.3	2.4128	2.9	0.7
C06	13-01-1999	0	1.5	-2.4	2.342	2.3	0.5
C06	14-01-1999	0	5.3	-2.1	3.9492	2.9	0.3
C06	15-01-1999	0	8.5	0.4	3.7213	2.7	0.7
C06	16-01-1999	0	4.4	-1.7	3.2045	1.4	0.3
C06	17-01-1999	0	3	-2.4	2.9523	1.9	0.2
C06	18-01-1999	0	3.2	-0.7	2.1305	1.4	0.3
C06	19-01-1999	0	2.7	-1.5	3.2888	1.3	0.2
C06	20-01-1999	0	-1.1	-1.7	0.8963	1.6	0.4
C06	21-01-1999	0	-1.8	-2.3	0.9196	1.6	0.4
C06	22-01-1999	0	-2	-3.4	1.1252	0.8	0.3
C06	23-01-1999	0	-1.7	-2.6	1.0363	1.2	0.4
C06	24-01-1999	0	-2	-3.3	1.3074	1.6	0.4
C06	25-01-1999	0	0.2	-3.5	2.3607	1.8	0.2
C06	26-01-1999	1	3.4	-1.4	2.5494	2	0.4
C06	27-01-1999	0.7	4.3	-1.1	3.6361	1.7	0.3
C06	28-01-1999	2.7	5.2	0.6	4.5831	2.7	0.5
C06	29-01-1999	0.2	0.2	-0.6	3.2117	4.1	1
C06	30-01-1999	0	-4.8	-8.9	6.0382	5.5	0.6
C06	31-01-1999	0	-5.5	-8.3	4.3462	4.9	0.8
C06	01-02-1999	1.2	-2.9	-10.7	5.0721	4.3	0.5
C06	02-02-1999	0.7	0.9	-3.8	2.0652	4.9	0.5
C06	03-02-1999	5.3	3.8	0.5	2.4785	5.5	0.7
C06	04-02-1999	0.9	6.9	2.1	3.7043	5.6	0.9
C06	05-02-1999	3.1	9.6	5.5	4.3149	7.4	2.1
C06	06-02-1999	0.1	4.6	1.1	5.4204	5.3	1.2
C06	07-02-1999	1.4	4.8	-1.2	4.3375	3.5	0.9
C06	08-02-1999	0.2	2.1	-1.1	5.2896	4	0.9
C06	09-02-1999	0.1	2	-6.6	4.2943	2.6	0.5
C06	10-02-1999	0	-0.9	-3.2	2.3457	4.1	1
C06	11-02-1999	3	-3.7	-5.2	1.4832	5.1	0.8
C06	12-02-1999	2.7	-2.7	-6.1	3.3003	6.1	0.9
C06	13-02-1999	2.2	-2.6	-5.5	1.9854	5.2	0.5
C06	14-02-1999	0.8	-1	-3.5	2.529	3	0.6
C06	15-02-1999	0	0.4	-4.8	6.3773	2.5	0.6
C06	16-02-1999	1.4	2.4	-10.5	5.4489	2.7	0.3
C06	17-02-1999	0.1	4.1	-2.2	4.7666	3.9	0.9
C06	18-02-1999	0.1	2.1	-2.2	7.1027	4.4	1.1
C06	19-02-1999	6.1	1.4	-2.5	2.5101	2.5	0.5
C06	20-02-1999	2.7	7.3	1	3.7007	3.3	0.7
C06	21-02-1999	2.8	5	1.1	3.8858	2.2	0.7
C06	22-02-1999	0.4	6.5	1.3	4.3702	3.6	1.1
C06	23-02-1999	3.3	4.1	-0.3	6.5516	4.3	0.9
C06	24-02-1999	0.4	4.5	-0.7	7.3487	4.2	1.1
C06	25-02-1999	0	4.4	-0.9	8.1078	3.7	1.2
C06	26-02-1999	0	6.1	-1.4	5.3546	2	1
C06	27-02-1999	0	11.5	-1.3	11.8693	1.7	0.8
C06	28-02-1999	0	12.5	-0.3	9.2981	1.8	0.9
C06	01-03-1999	1.2	13.4	1.6	11.0906	2.7	1.1
C06	02-03-1999	1.6	11.5	6.9	4.3863	4.1	1.3
C06	03-03-1999	0	16.2	7.1	8.3756	2.3	1.5
C06	04-03-1999	0	17.5	3	10.964	4.2	1.9
C06	05-03-1999	2.3	10.1	6.6	4.3587	3	1.5
C06	06-03-1999	1.9	8.9	1.3	6.9883	1.4	0.9
C06	07-03-1999	5.7	4.5	1.3	3.4891	2	0.7
C06	08-03-1999	0	7.9	0.1	8.7059	4	1.4
C06	09-03-1999	0.4	9.1	-0.1	6.6708	1.8	1
C06	10-03-1999	0.3	13.9	3	8.5673	1.5	1.2
C06	11-03-1999	0	10	5.5	9.6532	3.4	1.8
C06	12-03-1999	0	8.7	-2.6	13.3777	1.3	1
C06	13-03-1999	0	9.4	-2.3	12.006	1.6	1.1
C06	14-03-1999	0.2	8.5	-3.2	11.9823	1.7	1
C06	15-03-1999	0.1	8.2	2.6	4.9427	1.5	1.1
C06	16-03-1999	0.3	3.8	1.3	4.3557	2.9	1.2
C06	17-03-1999	0	3.6	-0.8	8.06	2.3	1.2
C06	18-03-1999	0	7.1	-3	14.3721	1.5	1.2
C06	19-03-1999	0	9.5	-3.8	13.6267	2.3	1.4
C06	20-03-1999	0.5	8.4	3	9.1958	4.2	1.9
C06	21-03-1999	0.2	9.1	2	7.8023	2.9	1.5
C06	22-03-1999	0.5	11.2	0.7	9.4494	1.7	1.4
C06	23-03-1999	0.4	10.4	3.4	9.2553	4	1.8
C06	24-03-1999	0	13.5	4.5	12.6915	2.5	1.8
C06	25-03-1999	0	20.1	2	16.9419	4	2.8
C06	26-03-1999	0	20.5	7.6	16.6191	3.9	3.2
C06	27-03-1999	0	18.9	6.7	12.792	3.5	2.5
C06	28-03-1999	0.7	12.5	6.2	7.858	2.4	1.5
C06	29-03-1999	2.4	9	7.6	3.9129	4.3	1.3
C06	30-03-1999	0.1	13.3	6.8	9.2716	3.5	1.9
C06	31-03-1999	0	17.7	6.4	16.3648	2.9	2.7
C06	01-04-1999	0	18.4	6.4	17.3081	2.3	2.8
C06	02-04-1999	0	16.7	4.5	14.2869	3.2	2.8
C06	03-04-1999	0	18.9	7.2	16.0592	2.9	3.1
C06	04-04-1999	0.1	19.7	4.7	15.8198	2.6	2.7
C06	05-04-1999	0	15.9	10.6	11.5026	4.2	2.7
C06	06-04-1999	0	20.4	7.5	17.9814	2.3	2.9
C06	07-04-1999	5.9	19.1	10	9.2663	3.1	2.6
C06	08-04-1999	0	13.3	7.5	8.9792	3.3	2.2
C06	09-04-1999	0	13.7	6	12.7188	2.5	2.3
C06	10-04-1999	0.1	17.3	4	15.7367	1.8	2.4
C06	11-04-1999	1.2	15.9	10.2	7.3177	3.7	2.4
C06	12-04-1999	2.5	13.9	7.6	13.3537	3	2.6
C06	13-04-1999	7.9	11.7	6.2	8.6895	2.6	1.7
C06	14-04-1999	0	13.5	4.8	17.5583	3.7	2.8
C06	15-04-1999	0	19.5	6.5	15.901	4.6	3.5
C06	16-04-1999	9	10.4	5.3	6.9051	1.9	1.3
C06	17-04-1999	3.7	9.3	4.3	10.3904	3.7	1.9
C06	18-04-1999	0	12	2.6	13.126	2.7	2.2
C06	19-04-1999	0	11.6	3.5	16.7028	3.5	2.7
C06	20-04-1999	0	12.1	3.3	17.4434	2.6	2.6
C06	21-04-1999	4.8	15.5	0.3	16.7964	2.4	2.1
C06	22-04-1999	3.4	17.6	9.3	12.5674	1.7	2.3
C06	23-04-1999	2.4	16.3	8	11.561	1.4	2
C06	24-04-1999	8.3	18.6	7.4	15.591	2.1	2.6
C06	25-04-1999	3.1	15.9	9.3	12.8389	1.9	2.3
C06	26-04-1999	0	17.7	6.9	17.7068	1.1	2.5
C06	27-04-1999	0.5	18.9	7.1	15.2117	1.5	2.4
C06	28-04-1999	0	18.7	9.2	17.6671	2	2.9
C06	29-04-1999	0	20.6	7.9	22.3326	1.8	3.3
C06	30-04-1999	0	19.8	10.3	18.4232	2.3	3.4
C06	01-05-1999	0.8	23	11.4	19.0237	2.5	3.8
C06	02-05-1999	1.2	18.5	12.8	13.4361	2.2	2.9
C06	03-05-1999	0	21	8.8	21.0214	1.3	3.4
C06	04-05-1999	6.3	17.6	10.5	9.4154	2.3	2.4
C06	05-05-1999	0.3	15.2	8.3	13.242	2.3	2.7
C06	06-05-1999	0	14.6	5.8	15.6912	2.7	3
C06	07-05-1999	0	12.8	8.2	9.9004	3.2	2.2
C06	08-05-1999	7.8	18.5	7.9	15.6687	2.4	2.7
C06	09-05-1999	0	20.4	12.7	18.1229	2.5	3.7
C06	10-05-1999	0.8	23.4	7.5	22.3427	2	3.8
C06	11-05-1999	1.5	19.7	13.7	10.4952	2.4	2.7
C06	12-05-1999	3.6	20.1	12.7	13.8399	2.3	3
C06	13-05-1999	2.3	20.4	12.8	16.7588	2.9	3.6
C06	14-05-1999	6.1	15.7	10.3	11.1138	1.5	2
C06	15-05-1999	4.6	17.2	10.9	15.1746	2.8	3.1
C06	16-05-1999	0	14.4	6.7	18.1052	3.4	3.3
C06	17-05-1999	0	17	3.8	22.0086	2	3.2
C06	18-05-1999	0.1	14.9	10.7	13.8282	3	3
C06	19-05-1999	0	19.9	6.3	24.5207	3.7	4.2
C06	20-05-1999	24.8	22.1	9.6	20.9214	2.4	3.7
C06	21-05-1999	1.6	20.1	13.2	17.9701	2.7	3.6
C06	22-05-1999	0.1	21.4	9.1	21.8942	2.6	3.8
C06	23-05-1999	0	17.7	12.5	17.7259	3.6	3.9
C06	24-05-1999	0	20.7	7.7	26.2799	1.4	4
C06	25-05-1999	0	23	8.8	22.6673	1.4	3.9
C06	26-05-1999	0	24.2	12.9	21.4631	1.9	4.3
C06	27-05-1999	0	25.4	12.7	25.1321	1.8	4.7
C06	28-05-1999	0	26.6	14	24.2012	1.8	4.7
C06	29-05-1999	1	27.3	14.3	22.4235	1.8	4.5
C06	30-05-1999	0.1	28.8	14.6	25.8455	1.7	5.1
C06	31-05-1999	0.6	30.2	16.4	22.1716	2.2	5.1
C06	01-06-1999	0	23.9	15.1	20.705	2.2	4.4
C06	02-06-1999	4.7	25.1	13.5	18.3496	2.4	3.8
C06	03-06-1999	0	25.7	16.9	22.49	3.2	5.3
C06	04-06-1999	0.7	19.1	13.6	13.4913	3.2	3.1
C06	05-06-1999	0	24.7	12.6	25.1732	2.3	4.9
C06	06-06-1999	0.1	27.8	13.5	25.6528	3.8	5.6
C06	07-06-1999	0.5	26.6	15.2	24.5357	2.3	5.1
C06	08-06-1999	5.3	24	16.6	15.166	3.6	4.1
C06	09-06-1999	0	22	10.4	25.5695	2.4	4.6
C06	10-06-1999	0	23	9.9	22.0235	1.5	3.8
C06	11-06-1999	17.7	23.3	13.1	18.5763	2.7	3.9
C06	12-06-1999	0.8	18.3	14.2	13.3456	3.8	3.1
C06	13-06-1999	0	20.4	11.5	18.0925	2.6	3.5
C06	14-06-1999	0.1	21.4	13.7	17.4268	2.2	3.5
C06	15-06-1999	12.1	22.6	14.3	15.0877	2.4	3.4
C06	16-06-1999	9.4	20.9	15.3	11.8344	2.3	2.7
C06	17-06-1999	2.7	22.7	16.1	12.6718	2.7	3.2
C06	18-06-1999	3.4	19.6	16.3	12.1945	3.7	3.5
C06	19-06-1999	0	19.9	11.5	20.26	3.6	4.3
C06	20-06-1999	0	23.7	13.7	20.5568	1.8	4.2
C06	21-06-1999	22	19.5	15.2	9.9778	2.9	3
C06	22-06-1999	3.5	12.5	9.3	7.0298	5.7	2.2
C06	23-06-1999	0	19.2	10	22.3715	4.2	4.8
C06	24-06-1999	0	19.1	7.5	22.4114	2	3.8
C06	25-06-1999	0	21.9	8	26.5808	1.3	4.2
C06	26-06-1999	0	26.2	10.4	28.0321	2.8	5.3
C06	27-06-1999	1.8	24.2	14.3	15.9914	2.5	3.7
C06	28-06-1999	1.2	25	15	19.9814	2.8	4.4
C06	29-06-1999	0	25.5	15.1	23.0193	1.8	4.8
C06	30-06-1999	0	27.3	14	24.0577	2.4	5
C06	01-07-1999	0	26.3	18.1	20.4589	3.5	5.3
C06	02-07-1999	0.1	27.4	15.9	22.518	2	4.9
C06	03-07-1999	0	28	16.2	26.1452	1.4	5.2
C06	04-07-1999	0	31	15.4	27.2212	2	5.7
C06	05-07-1999	0	31.8	18.4	26.9297	3.2	6.4
C06	06-07-1999	0.3	34.1	19.6	26.2129	3.6	6.9
C06	07-07-1999	17.1	22.1	17.4	13.2272	3.2	3.6
C06	08-07-1999	8.3	16.9	15.5	6.9796	4.3	2.2
C06	09-07-1999	16	18.8	14.8	6.7634	3.2	1.8
C06	10-07-1999	12.9	23.8	17.3	10.1737	2.5	2.7
C06	11-07-1999	9.7	26.1	17.2	17.201	2.1	3.9
C06	12-07-1999	0.2	26.5	16.8	16.9136	2	3.7
C06	13-07-1999	1.8	27.4	16.3	18.0251	1.7	3.9
C06	14-07-1999	0.1	25.3	17.2	17.1195	2.9	4.3
C06	15-07-1999	0	23.5	15.5	20.2862	3.5	4.8
C06	16-07-1999	0.1	24.4	13.4	22.488	2.3	4.5
C06	17-07-1999	0	25.5	15.4	23.1551	1.3	4.6
C06	18-07-1999	0	27.2	13	26.1725	1.3	4.8
C06	19-07-1999	0	28.2	14	25.8101	2	5.1
C06	20-07-1999	0.8	30.2	15.2	24.6499	1.6	5
C06	21-07-1999	0.7	30.2	18	18.0627	2	4.5
C06	22-07-1999	8.8	21.1	17.9	9.4564	2.6	2.8
C06	23-07-1999	0.6	19	13.3	11.9745	4.4	3.1
C06	24-07-1999	0	20.5	13.5	17.3267	3.3	3.9
C06	25-07-1999	0	25.7	12.2	22.6929	1.8	4.3
C06	26-07-1999	0.1	26.8	15.3	17.1212	1.8	3.8
C06	27-07-1999	0	26.7	18	21.4658	2.6	4.8
